gene_id	microbiota	se	pval	chr	gene_name	Tissue	diseases
ENSG00000213672.7	genus.RuminococcaceaeUCG014.id.11371	0.0152749140305589	1.45059806237631e-05	3	NCKIPSD	Transverse	NA
ENSG00000256628.3	genus.RuminococcaceaeUCG014.id.11371	0.0222659008610746	0.000520896097064885	3	ZBTB11-AS1	Transverse	NA
ENSG00000113068.9	genus.RuminococcaceaeUCG014.id.11371	0.0524665910601079	0.00019681781201474	5	PFDN1	Transverse	NA
ENSG00000248874.5	genus.RuminococcaceaeUCG014.id.11371	0.0198020963376623	0.00024621408922777	5	C5orf17	Transverse	NA
ENSG00000249476.1	genus.RuminococcaceaeUCG014.id.11371	0.0105889522239354	1.05901912862914e-06	5	CTD-2587M2.1	Transverse	NA
ENSG00000146535.13	genus.RuminococcaceaeUCG014.id.11371	0.0556876847678624	1.78713712598531e-05	7	GNA12	Transverse	NA
ENSG00000214106.7	genus.RuminococcaceaeUCG014.id.11371	0.0232553071774432	0.000363436698078787	7	PAXIP1-AS2	Transverse	NA
ENSG00000230295.1	genus.RuminococcaceaeUCG014.id.11371	0.0121818061200464	0.000133491858540922	7	GTF2IP23	Transverse	NA
ENSG00000273142.1	genus.RuminococcaceaeUCG014.id.11371	0.00826458876613503	1.18937480548706e-05	7	RP11-458F8.4	Transverse	NA
ENSG00000119509.12	genus.RuminococcaceaeUCG014.id.11371	0.0235799215000589	0.000336886910760399	9	INVS	Transverse	NA
ENSG00000120539.14	genus.Butyricimonas.id.945	0.0190138727916523	9.04366421905011e-05	10	MASTL	Transverse	NA
ENSG00000204149.10	genus.Butyricimonas.id.945	0.0195628758661689	5.38536691622434e-05	10	AGAP6	Transverse	NA
ENSG00000204152.10	genus.Butyricimonas.id.945	0.0395419948792515	0.000308006230978655	10	TIMM23B	Transverse	NA
ENSG00000086015.20	genus.Butyricimonas.id.945	0.0344121022397332	0.000105116645807357	1	MAST2	Transverse	NA
ENSG00000162877.12	genus.Butyricimonas.id.945	0.011543059147028	6.19407665304925e-05	1	PM20D1	Transverse	NA
ENSG00000231613.1	genus.Butyricimonas.id.945	0.0184316543032615	0.000201691708462341	1	RP5-943J3.1	Transverse	NA
ENSG00000177082.12	genus.Butyricimonas.id.945	0.0221072652344344	0.000102166602393999	15	WDR73	Transverse	NA
ENSG00000184206.11	genus.Butyricimonas.id.945	0.0082270349246661	1.40691054073208e-06	15	GOLGA6L4	Transverse	NA
ENSG00000189136.8	genus.Butyricimonas.id.945	0.0499272189440533	0.000341222896004798	15	UBE2Q2P1	Transverse	NA
ENSG00000196391.10	genus.Butyricimonas.id.945	0.0700037757402903	0.000520695036841736	15	ZNF774	Transverse	NA
ENSG00000197696.9	genus.Butyricimonas.id.945	0.0224998836194256	5.86897979491897e-06	15	NMB	Transverse	NA
ENSG00000244056.3	genus.Butyricimonas.id.945	0.0214819388266478	2.2046946483258e-06	15	RN7SL417P	Transverse	NA
ENSG00000247556.6	genus.Butyricimonas.id.945	0.0212243785202599	9.00578858053912e-08	15	OIP5-AS1	Transverse	Bipolar_disorder
ENSG00000247556.6	genus.Butyricimonas.id.945	0.0212243785202599	9.00578858053912e-08	15	OIP5-AS1	Transverse	Chronic renal failure [CKD]
ENSG00000259570.1	genus.Butyricimonas.id.945	0.0248668890085824	0.000108068728683938	15	RP11-671M22.4	Transverse	NA
ENSG00000259683.1	genus.Butyricimonas.id.945	0.0200630455626637	2.85076105593781e-06	15	RP11-182J1.14	Transverse	NA
ENSG00000120784.15	genus.Butyricimonas.id.945	0.0246810347976443	0.000510064794613713	19	ZFP30	Transverse	NA
ENSG00000178386.12	genus.Butyricimonas.id.945	0.0287164420852083	0.000270254268365569	19	ZNF223	Transverse	NA
ENSG00000196381.10	genus.Butyricimonas.id.945	0.0325017552294413	1.7190143461801e-07	19	ZNF781	Transverse	NA
ENSG00000198182.12	genus.Butyricimonas.id.945	0.0277431813472411	0.000310652746748719	19	ZNF607	Transverse	NA
ENSG00000226686.7	genus.Butyricimonas.id.945	0.00868420599127615	1.70063502749084e-10	19	LINC01535	Transverse	NA
ENSG00000276846.1	genus.Butyricimonas.id.945	0.0211226363390449	0.000112588882937433	19	CTD-3220F14.3	Transverse	NA
ENSG00000183066.14	genus.Butyricimonas.id.945	0.0276524227216096	2.75444771692922e-06	22	WBP2NL	Transverse	NA
ENSG00000237037.9	genus.Butyricimonas.id.945	0.025740175636841	0.000259232865098152	22	NDUFA6-AS1	Transverse	NA
ENSG00000241973.10	genus.Butyricimonas.id.945	0.035708531741882	1.72787869878629e-05	22	PI4KA	Transverse	NA
ENSG00000203875.10	genus.Butyricimonas.id.945	0.00679527044227406	2.50309294243106e-09	6	SNHG5	Transverse	NA
ENSG00000215190.9	genus.Butyricimonas.id.945	0.00755474937026782	4.14321254192748e-05	6	LINC00680	Transverse	NA
ENSG00000272541.1	genus.Butyricimonas.id.945	0.00978218751692633	0.000466835074786264	6	XXbac-BPGBPG55C20.1	Transverse	NA
ENSG00000176623.11	genus.Butyricimonas.id.945	0.027824140676865	1.08244288083243e-05	8	RMDN1	Transverse	NA
ENSG00000020922.12	genus.Butyricimonas.id.945	0.0142955297523113	0.000400330070947486	11	MRE11	Transverse	NA
ENSG00000183562.3	genus.Butyricimonas.id.945	0.0238840424500615	8.83685574695102e-05	11	CTC-343N3.1	Transverse	FVC
ENSG00000183562.3	genus.Butyricimonas.id.945	0.0238840424500615	8.83685574695102e-05	11	CTC-343N3.1	Transverse	R04 Haemorrhage from respiratory passages
ENSG00000255893.1	genus.Butyricimonas.id.945	0.0108753382035016	7.40961596706239e-05	11	RP11-685N10.1	Transverse	NA
ENSG00000111671.9	genus.Butyricimonas.id.945	0.00337760009274843	6.87681652438231e-67	12	SPSB2	Transverse	NA
ENSG00000111676.14	genus.Butyricimonas.id.945	0.0203926848984292	1.83522923440479e-26	12	ATN1	Transverse	NA
ENSG00000120647.9	genus.Butyricimonas.id.945	0.0313805764198791	8.30330453321126e-05	12	CCDC77	Transverse	NA
ENSG00000139197.10	genus.Butyricimonas.id.945	0.00358062895313878	2.3854524454502e-14	12	PEX5	Transverse	NA
ENSG00000139620.12	genus.Butyricimonas.id.945	0.0198066736408051	0.000226656797028296	12	KANSL2	Transverse	NA
ENSG00000164845.16	genus.Butyricimonas.id.945	0.00492023974374632	3.90618585394742e-19	12	FAM86FP	Transverse	NA
ENSG00000171847.10	genus.Butyricimonas.id.945	0.0156224779603775	0.000120455530801129	12	FAM90A1	Transverse	NA
ENSG00000171860.4	genus.Butyricimonas.id.945	0.0241960716076485	2.38371603131757e-09	12	C3AR1	Transverse	NA
ENSG00000256594.7	genus.Butyricimonas.id.945	0.0062373565330437	3.47445082603672e-18	12	RP11-705C15.2	Transverse	NA
ENSG00000256673.1	genus.Butyricimonas.id.945	0.00447379110009962	6.97312481572015e-09	12	RP11-599J14.2	Transverse	NA
ENSG00000257176.2	genus.Butyricimonas.id.945	0.0100353606843322	6.08757805601788e-05	12	RP11-996F15.2	Transverse	NA
ENSG00000260423.1	genus.Butyricimonas.id.945	0.00407815000138576	2.49970701626857e-09	12	RP13-735L24.1	Transverse	NA
ENSG00000100731.15	genus.Butyricimonas.id.945	0.0455488784101107	0.000115233212445458	14	PCNX1	Transverse	NA
ENSG00000196553.14	genus.Butyricimonas.id.945	0.0240182035152032	0.000269254105369176	14	LINC00238	Transverse	NA
ENSG00000166847.9	genus.Butyricimonas.id.945	0.0205753495645389	0.000290675474442862	16	DCTN5	Transverse	NA
ENSG00000169951.9	genus.Butyricimonas.id.945	0.036576631063918	0.000534496529512163	16	ZNF764	Transverse	NA
ENSG00000078814.15	genus.Butyricimonas.id.945	0.0204059238721208	0.000531877497749284	20	MYH7B	Transverse	NA
ENSG00000101447.14	genus.Butyricimonas.id.945	0.0221747808356339	5.2635134614614e-05	20	FAM83D	Transverse	NA
ENSG00000132305.20	genus.Butyricimonas.id.945	0.0334822171152118	1.82357837644311e-07	2	IMMT	Transverse	NA
ENSG00000135913.10	genus.Butyricimonas.id.945	0.0313451478940416	0.000177640675562023	2	USP37	Transverse	NA
ENSG00000135929.8	genus.Butyricimonas.id.945	0.028648551104881	0.000135757345123246	2	CYP27A1	Transverse	NA
ENSG00000138085.16	genus.Butyricimonas.id.945	0.0275048608159716	0.000229804825881133	2	ATRAID	Transverse	NA
ENSG00000240344.8	genus.Butyricimonas.id.945	0.00811733865344313	0.000357492388742272	2	PPIL3	Transverse	NA
ENSG00000253497.1	genus.Butyricimonas.id.945	0.0286761210825434	0.000220780922509977	2	IGKV1-13	Transverse	NA
ENSG00000273080.1	genus.Butyricimonas.id.945	0.0129250664599577	8.7734731900068e-08	2	RP11-301O19.1	Transverse	NA
ENSG00000276566.1	genus.Butyricimonas.id.945	0.0237452628155902	0.000123922010366023	2	IGKV1D-13	Transverse	NA
ENSG00000145020.15	genus.Butyricimonas.id.945	0.0179547285608233	1.96572326498911e-05	3	AMT	Transverse	NA
ENSG00000145029.13	genus.Butyricimonas.id.945	0.0284616127974224	9.82154616003668e-07	3	NICN1	Transverse	NA
ENSG00000178467.17	genus.Butyricimonas.id.945	0.0377804910271924	2.64383000733299e-07	3	P4HTM	Transverse	NA
ENSG00000196653.11	genus.Butyricimonas.id.945	0.0164557195282144	0.000188169115226404	3	ZNF502	Transverse	NA
ENSG00000198218.10	genus.Butyricimonas.id.945	0.0212789587430922	5.14692998252669e-06	3	QRICH1	Transverse	NA
ENSG00000213672.7	genus.Butyricimonas.id.945	0.0177196720637612	0.000285958411634887	3	NCKIPSD	Transverse	NA
ENSG00000225138.7	genus.Butyricimonas.id.945	0.0130743895589334	1.87311183041313e-06	5	CTD-2228K2.7	Transverse	NA
ENSG00000245937.7	genus.Butyricimonas.id.945	0.035739660787109	0.000482230010715332	5	LINC01184	Transverse	NA
ENSG00000127364.3	genus.Butyricimonas.id.945	0.0144949447649767	3.91189994553478e-05	7	TAS2R4	Transverse	NA
ENSG00000127366.5	genus.Butyricimonas.id.945	0.0289220170406901	3.72839843787402e-05	7	TAS2R5	Transverse	NA
ENSG00000164669.12	genus.Butyricimonas.id.945	0.00645387932664661	4.35012135931848e-12	7	INTS4P1	Transverse	NA
ENSG00000189316.3	genus.Butyricimonas.id.945	0.0104127597589994	2.04208129325059e-09	7	RP11-797H7.5	Transverse	NA
ENSG00000198039.11	genus.Butyricimonas.id.945	0.0147611244568418	1.28049541894649e-11	7	ZNF273	Transverse	NA
ENSG00000205763.13	genus.Butyricimonas.id.945	0.0370538744246199	3.89409049607505e-05	7	RP9P	Transverse	NA
ENSG00000213462.4	genus.Butyricimonas.id.945	0.0127308506636181	1.1844659959315e-10	7	ERV3-1	Transverse	NA
ENSG00000213640.3	genus.Butyricimonas.id.945	0.0130946715017994	2.10066911117627e-06	7	EEF1DP4	Transverse	NA
ENSG00000226002.1	genus.Butyricimonas.id.945	0.00715486686189221	7.18923026713146e-10	7	GTF2IP14	Transverse	NA
ENSG00000226816.2	genus.Butyricimonas.id.945	0.0159958197318258	3.92364878546775e-05	7	AC005082.12	Transverse	NA
ENSG00000227113.2	genus.Butyricimonas.id.945	0.00794381643774808	2.12331363145844e-15	7	RP11-460N20.4	Transverse	NA
ENSG00000228775.7	genus.Butyricimonas.id.945	0.0121639123744851	5.01698459767752e-06	7	WEE2-AS1	Transverse	NA
ENSG00000230658.1	genus.Butyricimonas.id.945	0.0101307274654244	0.000422694379634214	7	KLHL7-AS1	Transverse	NA
ENSG00000234585.6	genus.Butyricimonas.id.945	0.00689889243435602	4.90558991516301e-13	7	CCT6P3	Transverse	NA
ENSG00000273024.5	genus.Butyricimonas.id.945	0.0175591610437956	5.41072781619911e-10	7	INTS4P2	Transverse	NA
ENSG00000188199.10	genus.Intestinibacter.id.11345	0.00996828988324254	0.00018745419418336	10	NUTM2B	Transverse	NA
ENSG00000189129.13	genus.Intestinibacter.id.11345	0.0370662295835887	0.000268998386982236	10	PLAC9	Transverse	NA
ENSG00000198105.13	genus.Intestinibacter.id.11345	0.0271258986427212	1.6691285133562e-06	10	ZNF248	Transverse	NA
ENSG00000276805.2	genus.Intestinibacter.id.11345	0.00841674521041984	1.70305879776007e-06	10	RP11-291L22.9	Transverse	NA
ENSG00000117174.10	genus.Intestinibacter.id.11345	0.0229942065446701	0.000352871028760524	1	ZNHIT6	Transverse	NA
ENSG00000123191.14	genus.Intestinibacter.id.11345	0.033127450746206	0.000503267943132128	13	ATP7B	Transverse	NA
ENSG00000161395.13	genus.Intestinibacter.id.11345	0.0365300515790088	6.58346559468567e-05	17	PGAP3	Transverse	NA
ENSG00000176927.15	genus.Intestinibacter.id.11345	0.0167847129471799	1.80256810440354e-06	17	EFCAB5	Transverse	NA
ENSG00000188895.11	genus.Intestinibacter.id.11345	0.0270565901031967	0.000170884048123425	17	MSL1	Transverse	NA
ENSG00000214425.7	genus.Intestinibacter.id.11345	0.00445192651253443	0.000432187108348589	17	LRRC37A4P	Transverse	NA
ENSG00000250312.6	genus.Intestinibacter.id.11345	0.0126614697574125	0.000564229441274793	4	ZNF718	Transverse	NA
ENSG00000124549.14	genus.Intestinibacter.id.11345	0.0225913169082414	0.000497832847951771	6	BTN2A3P	Transverse	NA
ENSG00000181315.10	genus.Intestinibacter.id.11345	0.0152940269661953	2.21955836568086e-07	6	ZNF322	Transverse	NA
ENSG00000196821.9	genus.Intestinibacter.id.11345	0.042272764672789	9.09190386403591e-06	6	C6orf106	Transverse	NA
ENSG00000204338.8	genus.Intestinibacter.id.11345	0.0100447457833012	5.04403212910022e-05	6	CYP21A1P	Transverse	NA
ENSG00000204644.9	genus.Intestinibacter.id.11345	0.00535699085445161	7.80228591632869e-06	6	ZFP57	Transverse	NA
ENSG00000241549.8	genus.Intestinibacter.id.11345	0.0109967372339135	2.33104454871153e-09	6	GUSBP2	Transverse	Multiple sclerosis
ENSG00000261584.1	genus.Intestinibacter.id.11345	0.0133591211153624	1.88971977139279e-07	6	RP11-457M11.5	Transverse	NA
ENSG00000281831.1	genus.Intestinibacter.id.11345	0.00607109042726491	4.48331476438892e-05	6	HCP5B	Transverse	NA
ENSG00000104388.14	genus.Intestinibacter.id.11345	0.033492007174061	2.08857647189994e-05	8	RAB2A	Transverse	NA
ENSG00000255135.3	genus.Intestinibacter.id.11345	0.0518520660127764	4.66528079572713e-05	11	RP11-111M22.3	Transverse	NA
ENSG00000010626.14	genus.Intestinibacter.id.11345	0.00381422145006512	3.4866827997089e-25	12	LRRC23	Transverse	NA
ENSG00000089818.17	genus.Intestinibacter.id.11345	0.0251380768737668	4.71072761000822e-05	12	NECAP1	Transverse	NA
ENSG00000111671.9	genus.Intestinibacter.id.11345	0.00315567336530615	3.54955225847609e-24	12	SPSB2	Transverse	NA
ENSG00000111676.14	genus.Intestinibacter.id.11345	0.0190472867259083	4.23733913596551e-12	12	ATN1	Transverse	NA
ENSG00000111678.10	genus.Intestinibacter.id.11345	0.00593949377533596	6.88137251882103e-24	12	C12orf57	Transverse	NA
ENSG00000111788.10	genus.Intestinibacter.id.11345	0.00209669045595623	1.78073236846556e-18	12	RP11-22B23.1	Transverse	NA
ENSG00000120860.10	genus.Intestinibacter.id.11345	0.0321478089049599	6.2737701306774e-05	12	WASHC3	Transverse	NA
ENSG00000139197.10	genus.Intestinibacter.id.11345	0.00334148379880228	1.61341838505938e-07	12	PEX5	Transverse	NA
ENSG00000173262.11	genus.Intestinibacter.id.11345	0.00764165345322036	1.94084700939507e-08	12	SLC2A14	Transverse	NA
ENSG00000184293.7	genus.Intestinibacter.id.11345	0.0113261931065446	4.59323595428641e-06	12	CLECL1	Transverse	NA
ENSG00000198707.14	genus.Intestinibacter.id.11345	0.0582890939380064	0.000558434820535133	12	CEP290	Transverse	NA
ENSG00000214826.5	genus.Intestinibacter.id.11345	0.0074718583150377	5.85397886553015e-14	12	DDX12P	Transverse	NA
ENSG00000231887.6	genus.Intestinibacter.id.11345	0.00821213537612651	5.69515867088755e-06	12	PRH1	Transverse	NA
ENSG00000247157.6	genus.Intestinibacter.id.11345	0.00872823616831147	0.000425910868382272	12	LINC01252	Transverse	NA
ENSG00000141076.17	genus.Intestinibacter.id.11345	0.0469558786877345	1.99091173726609e-05	16	UTP4	Transverse	NA
ENSG00000157322.17	genus.Intestinibacter.id.11345	0.00773052953376832	1.21116454535441e-05	16	CLEC18A	Transverse	NA
ENSG00000255185.5	genus.Intestinibacter.id.11345	0.0140720795467535	1.00484735816809e-05	16	PDXDC2P	Transverse	NA
ENSG00000261367.1	genus.Intestinibacter.id.11345	0.0166571795761239	0.000125428437041694	16	RP11-455F5.4	Transverse	NA
ENSG00000100997.18	genus.Intestinibacter.id.11345	0.0292738387784941	8.12158053250231e-05	20	ABHD12	Transverse	NA
ENSG00000130684.13	genus.Intestinibacter.id.11345	0.0391730012215599	0.000221324686978884	20	ZNF337	Transverse	NA
ENSG00000276952.1	genus.Intestinibacter.id.11345	0.0268016839937166	4.11841749964322e-08	20	RP5-965G21.6	Transverse	NA
ENSG00000115524.15	genus.Intestinibacter.id.11345	0.0407729568187402	6.20474717965889e-05	2	SF3B1	Transverse	NA
ENSG00000121989.14	genus.Intestinibacter.id.11345	0.0475910054399368	1.17860866524828e-05	2	ACVR2A	Transverse	NA
ENSG00000179818.13	genus.Intestinibacter.id.11345	0.0482987916349221	0.000421540116319951	2	PCBP1-AS1	Transverse	NA
ENSG00000145020.15	genus.Intestinibacter.id.11345	0.0167069108552323	2.36104048619026e-05	3	AMT	Transverse	NA
ENSG00000145029.13	genus.Intestinibacter.id.11345	0.0264618738285101	3.45673099996755e-05	3	NICN1	Transverse	NA
ENSG00000173421.16	genus.Intestinibacter.id.11345	0.0198254940958155	0.00032470070089329	3	CCDC36	Transverse	NA
ENSG00000173540.12	genus.Intestinibacter.id.11345	0.0320930959500476	6.36324302290212e-06	3	GMPPB	Transverse	NA
ENSG00000174953.13	genus.Intestinibacter.id.11345	0.0311443693688705	1.07806483781227e-05	3	DHX36	Transverse	NA
ENSG00000178252.17	genus.Intestinibacter.id.11345	0.0135012955222765	6.86723522882577e-05	3	WDR6	Transverse	NA
ENSG00000178467.17	genus.Intestinibacter.id.11345	0.0352258964171631	3.62330745378321e-05	3	P4HTM	Transverse	NA
ENSG00000198218.10	genus.Intestinibacter.id.11345	0.0198392113100554	2.37994178945026e-05	3	QRICH1	Transverse	NA
ENSG00000223797.5	genus.Intestinibacter.id.11345	0.0151793029549949	0.00037042370373053	3	ENTPD3-AS1	Transverse	NA
ENSG00000113141.17	genus.Intestinibacter.id.11345	0.0324680611160367	9.79114779511856e-05	5	IK	Transverse	NA
ENSG00000120314.18	genus.Intestinibacter.id.11345	0.0781895796977842	2.30178130297234e-05	5	WDR55	Transverse	NA
ENSG00000158987.20	genus.Intestinibacter.id.11345	0.020446767381052	4.67020604492986e-05	5	RAPGEF6	Transverse	NA
ENSG00000164398.12	genus.Intestinibacter.id.11345	0.00839890112008055	0.000145306253936613	5	ACSL6	Transverse	NA
ENSG00000164669.12	genus.Intestinibacter.id.11345	0.00604764974328854	1.70037738252338e-05	7	INTS4P1	Transverse	NA
ENSG00000189316.3	genus.Intestinibacter.id.11345	0.00904512683445385	5.34746662672061e-06	7	RP11-797H7.5	Transverse	NA
ENSG00000198039.11	genus.Intestinibacter.id.11345	0.0133201206015691	1.48453397977902e-06	7	ZNF273	Transverse	NA
ENSG00000213462.4	genus.Intestinibacter.id.11345	0.0119125713118479	1.04412261141237e-05	7	ERV3-1	Transverse	NA
ENSG00000226002.1	genus.Intestinibacter.id.11345	0.00670552517968344	2.31162087210677e-05	7	GTF2IP14	Transverse	NA
ENSG00000226824.6	genus.Intestinibacter.id.11345	0.00488667998714391	1.05074304410353e-07	7	RP4-756H11.3	Transverse	NA
ENSG00000227113.2	genus.Intestinibacter.id.11345	0.00744401637366203	1.7899645005368e-06	7	RP11-460N20.4	Transverse	NA
ENSG00000230295.1	genus.Intestinibacter.id.11345	0.0135912032164344	1.17689783604985e-06	7	GTF2IP23	Transverse	NA
ENSG00000234585.6	genus.Intestinibacter.id.11345	0.0064665125309366	1.20738446401442e-05	7	CCT6P3	Transverse	NA
ENSG00000273024.5	genus.Intestinibacter.id.11345	0.0164241699070069	2.40993715223507e-05	7	INTS4P2	Transverse	NA
ENSG00000273142.1	genus.Intestinibacter.id.11345	0.00897903858327461	5.83242496156956e-11	7	RP11-458F8.4	Transverse	NA
ENSG00000167081.16	genus.Intestinibacter.id.11345	0.0675900908579367	2.87489658664189e-05	9	PBX3	Transverse	NA
ENSG00000224848.1	genus.Intestinibacter.id.11345	0.0246715404129113	0.000235710272136166	9	RP11-535M15.1	Transverse	NA
ENSG00000225434.2	genus.Intestinibacter.id.11345	0.0127847743491711	0.000239716812883662	9	LINC01504	Transverse	NA
ENSG00000233820.2	genus.Intestinibacter.id.11345	0.0221162208211964	0.000313066600954349	9	RP11-535M15.2	Transverse	NA
ENSG00000166275.15	genus.Ruminococcus1.id.11373	0.0121078679409749	0.000277518809268465	10	BORCS7	Transverse	NA
ENSG00000067208.14	genus.Ruminococcus1.id.11373	0.021645819200863	1.64621006924571e-07	1	EVI5	Transverse	NA
ENSG00000116218.12	genus.Ruminococcus1.id.11373	0.0210677195691759	0.000323259446838695	1	NPHS2	Transverse	NA
ENSG00000134697.12	genus.Ruminococcus1.id.11373	0.046103985350042	0.000441764019548326	1	GNL2	Transverse	NA
ENSG00000232721.2	genus.Ruminococcus1.id.11373	0.0211670837473694	9.90135479450947e-05	1	RP11-403I13.5	Transverse	NA
ENSG00000234476.1	genus.Ruminococcus1.id.11373	0.0332770669022251	4.97250914832757e-05	1	RP11-496N12.6	Transverse	NA
ENSG00000261250.1	genus.Ruminococcus1.id.11373	0.0189965499540238	1.34646769030646e-05	1	RP11-545A16.1	Transverse	NA
ENSG00000140265.12	genus.Ruminococcus1.id.11373	0.0163272826493294	0.000282227131261711	15	ZSCAN29	Transverse	NA
ENSG00000177082.12	genus.Ruminococcus1.id.11373	0.0178623035402566	8.49747341211941e-06	15	WDR73	Transverse	NA
ENSG00000189136.8	genus.Ruminococcus1.id.11373	0.0402029570805019	3.46337580810981e-05	15	UBE2Q2P1	Transverse	NA
ENSG00000197696.9	genus.Ruminococcus1.id.11373	0.0181231910692591	1.18254324953718e-06	15	NMB	Transverse	NA
ENSG00000244056.3	genus.Ruminococcus1.id.11373	0.0172947034775874	1.96361791142164e-07	15	RN7SL417P	Transverse	NA
ENSG00000249839.1	genus.Ruminococcus1.id.11373	0.00739249340027708	0.000456624666787481	15	AC011330.5	Transverse	NA
ENSG00000259295.6	genus.Ruminococcus1.id.11373	0.0102803710643504	0.000105259642831172	15	CSPG4P12	Transverse	NA
ENSG00000259570.1	genus.Ruminococcus1.id.11373	0.0200154489721164	0.000101716664346518	15	RP11-671M22.4	Transverse	NA
ENSG00000259683.1	genus.Ruminococcus1.id.11373	0.0161538946190001	1.39594380726389e-07	15	RP11-182J1.14	Transverse	NA
ENSG00000005156.11	genus.Ruminococcus1.id.11373	0.0217298799678927	8.2691981155809e-05	17	LIG3	Transverse	NA
ENSG00000108384.14	genus.Ruminococcus1.id.11373	0.0169569505998486	4.16691034430568e-06	17	RAD51C	Transverse	NA
ENSG00000213246.6	genus.Ruminococcus1.id.11373	0.0158302961009936	0.000170283686237931	17	SUPT4H1	Transverse	NA
ENSG00000181007.8	genus.Ruminococcus1.id.11373	0.0557945673932127	6.02816532918864e-06	19	ZFP82	Transverse	NA
ENSG00000232677.6	genus.Ruminococcus1.id.11373	0.0400750602043616	1.30724724544192e-05	19	LINC00665	Transverse	NA
ENSG00000172250.14	genus.Ruminococcus1.id.11373	0.0148187970396441	0.0003075234641299	22	SERHL	Transverse	NA
ENSG00000198089.15	genus.Ruminococcus1.id.11373	0.0268058339667925	2.40685450681838e-07	22	SFI1	Transverse	NA
ENSG00000031691.6	genus.Ruminococcus1.id.11373	0.00990516677542959	7.7680184279357e-05	6	CENPQ	Transverse	NA
ENSG00000179344.16	genus.Ruminococcus1.id.11373	0.0096864841030579	0.000252377920503339	6	HLA-DQB1	Transverse	NA
ENSG00000198502.5	genus.Ruminococcus1.id.11373	0.00673670807815568	3.46414814966608e-07	6	HLA-DRB5	Transverse	NA
ENSG00000204308.7	genus.Ruminococcus1.id.11373	0.0183094371574011	0.000131274434135145	6	RNF5	Transverse	NA
ENSG00000204338.8	genus.Ruminococcus1.id.11373	0.00882420517960908	3.8041980172104e-06	6	CYP21A1P	Transverse	NA
ENSG00000204516.9	genus.Ruminococcus1.id.11373	0.0183534624213825	0.000193266052694492	6	MICB	Transverse	NA
ENSG00000244731.7	genus.Ruminococcus1.id.11373	0.00766685444508582	3.66381698135637e-05	6	C4A	Transverse	NA
ENSG00000279453.1	genus.Ruminococcus1.id.11373	0.03451838800503	3.90265274427665e-09	6	RP3-425C14.4	Transverse	NA
ENSG00000165916.8	genus.Ruminococcus1.id.11373	0.0349970492469008	0.00043546952325881	11	PSMC3	Transverse	NA
ENSG00000166788.9	genus.Ruminococcus1.id.11373	0.0264392715328609	0.000186920155185862	11	SAAL1	Transverse	NA
ENSG00000166796.11	genus.Ruminococcus1.id.11373	0.00864983916467583	0.000418663111022789	11	LDHC	Transverse	NA
ENSG00000172932.14	genus.Ruminococcus1.id.11373	0.0438989226727388	0.000496395107512249	11	ANKRD13D	Transverse	NA
ENSG00000089818.17	genus.Ruminococcus1.id.11373	0.0215316664665811	2.53690085953748e-07	12	NECAP1	Transverse	NA
ENSG00000111664.10	genus.Ruminococcus1.id.11373	0.00566032323605002	2.0289481291558e-05	12	GNB3	Transverse	NA
ENSG00000139182.13	genus.Ruminococcus1.id.11373	0.0109829186455486	0.000469583706381509	12	CLSTN3	Transverse	NA
ENSG00000139197.10	genus.Ruminococcus1.id.11373	0.0028853725823135	1.45058106688666e-08	12	PEX5	Transverse	NA
ENSG00000173262.11	genus.Ruminococcus1.id.11373	0.00653290459655396	1.99907576233771e-10	12	SLC2A14	Transverse	NA
ENSG00000184293.7	genus.Ruminococcus1.id.11373	0.00974754213443864	4.74938003784923e-18	12	CLECL1	Transverse	NA
ENSG00000214776.10	genus.Ruminococcus1.id.11373	0.00125654999837712	2.47956862795719e-87	12	RP11-726G1.1	Transverse	NA
ENSG00000256967.1	genus.Ruminococcus1.id.11373	0.00776938781296967	6.44550118703605e-06	12	RP11-273B20.1	Transverse	NA
ENSG00000278635.1	genus.Ruminococcus1.id.11373	0.00337013029057171	2.4645327857859e-41	12	CTD-2318O12.1	Transverse	NA
ENSG00000211974.3	genus.Ruminococcus1.id.11373	0.0259422097618799	0.000294816908808363	14	IGHV2-70D	Transverse	NA
ENSG00000258708.1	genus.Ruminococcus1.id.11373	0.0191087282009363	0.000442062286821734	14	SLC25A21-AS1	Transverse	NA
ENSG00000130684.13	genus.Ruminococcus1.id.11373	0.0377144399265927	9.98771111237534e-05	20	ZNF337	Transverse	NA
ENSG00000119782.13	genus.Ruminococcus1.id.11373	0.027526817383375	1.3232207022879e-05	2	FKBP1B	Transverse	NA
ENSG00000219626.8	genus.Ruminococcus1.id.11373	0.0389677868654437	3.79248543551103e-05	2	FAM228B	Transverse	NA
ENSG00000240344.8	genus.Ruminococcus1.id.11373	0.00652517655971948	0.000500454085145007	2	PPIL3	Transverse	NA
ENSG00000250565.6	genus.Ruminococcus1.id.11373	0.0177400464368071	0.000390435237219537	2	ATP6V1E2	Transverse	NA
ENSG00000138468.15	genus.Ruminococcus1.id.11373	0.0319259994194634	1.51885722691625e-06	3	SENP7	Transverse	NA
ENSG00000145020.15	genus.Ruminococcus1.id.11373	0.0144844784839379	1.04705354312773e-09	3	AMT	Transverse	NA
ENSG00000145029.13	genus.Ruminococcus1.id.11373	0.0229358026548712	3.16318530481122e-09	3	NICN1	Transverse	NA
